1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 
1 111 6216 234136 6672876 153476148 967205528 594720968 522134278 348219898 178638776 965026536 311103116 481975636 983212776 193439800 398338425 622881175 984932800 2964800 19271200 739263200 435579200 40523200 642921200 271774480 113897280 22367680 681669280 681104480 845154240 844088640 245643340 731121140 449454240 433453280 480116080 177758480 744954080 512773280 922899800 935557800 957256800 964192800 374674800 957213200 898375200 277551200 330272700 132925700 25362240 138888640 240383840 3444640 751202240 253606720 394619920 857921520 933289920 978406720 938819040 336689440 417912640 211093440 355160290 725431550 601150800 588114800 686535800 331737800 995897200 890949200 363232700 390021700 483297200 658799760 33378360 509633160 997577360 310659760 112816930 722815230 838786880 721516480 356835680 877446560 720692160 942256960 870078160 720736560 601636800 54164800 575448800 406624800 542036800 64395200 909014700 517175700 118087200 249295200 923519920 503591120 654522720 110809120 74164920 9004360 905140960 742201760 461110960 898929360 797858720 984925920 95121020 913380420 5238720 531988800 484736800 487480800 246996800 164388800 981745200 237877200 435963200 646987200 591895200 312762976 903270336 858858816 112565611 169792101 621154648 241971528 443614468 870664028 242104648 513449176 899327186 460830766 422362536 547973176 49952100 705943100 590828600 506850600 727361475 623980525 258486400 968918400 135006400 838702400 987084160 573701760 752038560 57425760 98444160 329598080 959442880 173065280 799882880 743198080 316646760 191374360 234900160 669495360 581961760 303269600 142785600 638033600 210555600 939319600 76526400 564350400 646202400 854770400 27326400 130217280 461603080 499887480 966110080 939697280 125067840 908258240 369293440 695098240 567167840 12510880 299479680 240350080 210767680 513330880 915785600 966761600 93552100 328219100 473085600 739954400 338908400 878400400 144178400 399754400 119619320 
1 112 6328 240464 6913340 160389488 127595016 722315984 244450262 592670160 771308936 736335472 47438588 529414224 512627000 706066800 104405225 727286400 712219200 715184000 734455200 473718400 909297600 949820800 592742000 864516480 978413760 781440 682450720 363555200 208709440 52798080 298441420 29562560 479016800 912470080 392586160 570344640 315298720 828072000 750971800 686529600 643786400 607979200 982654000 939867200 838242400 115793600 446066300 578992000 604354240 743242880 983626720 987071360 738273600 991880320 386500240 244421760 177711680 156118400 94937440 431626880 849539520 60632960 415793250 141224800 742375600 330490400 17026200 348764000 344661200 235610400 598843100 988864800 472162000 130961760 164340120 673973280 671550640 982210400 95027330 817842560 656629440 378145920 734981600 612428160 333120320 275377280 145455440 866192000 467828800 521993600 97442400 504067200 46104000 110499200 19513900 536689600 654776800 904072000 827591920 331183040 985705760 96514880 170679800 179684160 84825120 827026880 288137840 187067200 984925920 969851840 64972860 978353280 983592000 515580800 317600 487798400 734795200 899184000 880929200 118806400 554769600 201756800 793652000 106414976 9685312 868544128 981109739 150901840 772056488 14028016 457642484 328306512 570411160 83860336 983187522 444018288 866380824 414354000 464306100 170249200 761077800 267928400 995289875 619270400 877756800 846675200 981681600 820384000 807468160 381169920 133208480 190634240 289078400 618676480 578119360 751184640 551067520 294265600 610912360 802286720 37186880 706682240 288644000 591913600 734699200 372732800 583288400 522608000 599134400 163484800 809687200 664457600 691784000 822001280 283604360 783491840 749601920 689299200 814367040 722625280 91918720 787016960 354184800 366695680 666175360 906525440 117293120 630624000 546409600 513171200 606723300 934942400 408028000 147982400 486890800 365291200 509469600 909224000 28843320 
1 113 6441 246905 7160245 167549733 295144749 17460733 261910995 854581155 625890091 362225563 409664151 939078375 451705375 157772175 262177400 989463800 701683000 416867000 151322200 625040600 534338200 484159000 76901000 941417480 919831240 920612680 603063400 966618600 175328040 228126120 526567540 556130100 35146900 947616980 340203140 910547780 225846500 53918500 804890300 491419900 135206300 743185500 725839500 665706700 503949100 619742700 65809000 644801000 249155240 992398120 976024840 963096200 701369800 693250120 79750360 324172120 501883800 658002200 752939640 184566520 34106040 94739000 510532250 651757050 394132650 724623050 741649250 90413250 435074450 670684850 269527950 258392750 730554750 861516510 25856630 699829910 371380550 353590950 448618280 266460840 923090280 301236200 36217800 648645960 981766280 257143560 402599000 268791000 736619800 258613400 356055800 860123000 906227000 16726200 36240100 572929700 227706500 131778500 959370420 290553460 276259220 372774100 543453900 723138060 807963180 634990060 923127900 110195100 95121020 64972860 129945720 108299000 91891000 607471800 607789400 95587800 830383000 729567000 610496200 729302600 284072200 485829000 279481000 385895976 395581288 264125416 245235155 396136995 168193483 182221499 639863983 968170495 538581655 622441991 605629513 49647801 916028625 330382625 794688725 964937925 726015725 993944125 989234000 608504400 486261200 332936400 314618000 135002000 942470160 323640080 456848560 647482800 936561200 555237680 133357040 884541680 435609200 729874800 340787160 143073880 180260760 886943000 175587000 767500600 502199800 874932600 458221000 980829000 579963400 743448200 553135400 217593000 909377000 731378280 14982640 798474480 548076400 237375600 51742640 774367920 866286640 653303600 7488400 374184080 40359440 946884880 64178000 694802000 241211600 754382800 361106100 296048500 704076500 852058900 338949700 704240900 213710500 122934500 151777820 
1 114 6555 253460 7413705 174963438 470108187 487568920 749479915 604061070 229951161 592176724 1840875 940919250 392624625 550396800 812574200 802038000 503721000 920588000 71910200 696950800 231289000 715448000 792349000 733766480 653597720 574210400 177273800 143892400 319220440 547346560 73914100 630044200 665191100 612808080 953011220 863559000 89405500 143324000 948214300 439634200 574840500 318026000 43865500 709572200 213521300 833264000 899073000 543874000 793029240 785427360 761452200 724548400 425918200 119168320 198918680 523090800 24974600 682976800 435916440 620482960 654589000 749328000 259860250 911617300 305749950 30373000 772022250 862435500 297509950 968194800 237722750 496115500 226670250 88186760 114043390 813873300 185253850 538844800 987463080 253923920 177014200 478250400 514468200 163114160 144880440 402024000 804623000 73414000 810033800 68647200 424703000 284826000 191053000 207779200 244019300 816949000 44655500 176434000 135804420 426357880 702617100 75391200 618845100 341983160 149946340 784936400 708064300 818259400 913380420 978353280 108299000 216598000 308489000 915960800 523750200 619338000 449721000 179288000 789784200 519086800 803159000 288988000 568469000 954364976 349946264 614071680 859306835 255443830 423637313 605858812 245722795 213893290 752474945 374916936 980546449 30194250 946222875 276605500 71294225 36232150 762247875 756192000 745426000 353930400 840191600 173128000 487746000 622748000 565218160 888858240 345706800 993189600 929750800 484988480 618345520 502887200 938496400 668371200 9158360 152232240 332493000 219436000 395023000 162523600 664723400 539656000 997877000 978706000 558669400 302117600 855253000 72846000 982223000 713601280 728583920 527058400 75134800 312510400 364253040 138620960 4907600 658211200 665699600 39883680 80243120 27128000 91306000 786108000 27319600 781702400 142808500 438857000 142933500 994992400 333942100 38183000 251893500 374828000 526605820 
1 115 6670 260130 7673835 182637273 652745460 140314380 889794295 493855365 723806526 315983250 317824125 258743375 651368000 201764800 14339000 816377000 320098000 240686000 312596200 9547000 240836000 956284000 748633000 482399480 135997200 710207600 887481400 31373800 350594240 897940800 971854900 601899100 267090200 879898280 832909500 696468500 785874000 929198000 877412300 317046500 891887000 209913000 253778500 963350700 176872000 10136000 909209000 453083000 246112240 31539600 792991800 517540200 943458400 62626720 261545400 784636200 809610800 492587600 928504040 548987000 203576000 952904000 212764250 124381550 430131500 460504500 232526750 94962250 392472200 360667000 598389750 94505250 321175500 409362260 523405650 337278950 522532800 61377600 48840680 302764600 479778800 958029200 472497400 635611560 780492000 182516000 987139000 60553000 870586800 939234000 363937000 648763000 839816000 47595200 291614500 108563500 153219000 329653000 465457420 891815300 594432400 669823600 288668700 630651860 780598200 565534600 273598900 91858300 5238720 983592000 91891000 308489000 616978000 532938800 56689000 676027000 125748000 305036000 94820200 613907000 417066000 706054000 274523000 228887976 578834240 192905920 52212755 307656585 731293898 337152710 582875505 796768795 549243740 924160676 904707125 934901375 881124250 157729750 229023975 265256125 27504000 783696000 529122000 883052400 723244000 896372000 384118000 6866000 572084160 460942400 806649200 799838800 729589600 214578080 832923600 335810800 274307200 942678400 951836760 104069000 436562000 655998000 51021000 213544600 878268000 417924000 415801000 394507000 953176400 255294000 110547000 183393000 165616000 879217280 607801200 134859600 209994400 522504800 886757840 25378800 30286400 688497600 354197200 394080880 474324000 501452000 592758000 378866000 406185600 187888000 330696500 769553500 912487000 907479400 241421500 279604500 531498000 906326000 432931820 
1 116 6786 266916 7940751 190578024 843323484 983637864 873432159 367287524 91094050 407077300 724901425 983644800 635012800 836777600 851116600 667493600 987591600 228277600 540873800 550420800 791256800 747540800 496173800 978573280 114570480 824778080 712259480 743633280 94227520 992168320 964023220 565922320 833012520 712910800 545820300 242288800 28162800 957360800 834773100 151819600 43706600 253619600 507398100 470748800 647620800 657756800 566965800 20048800 266161040 297700640 90692440 608232640 551691040 614317760 875863160 660499360 470110160 962697760 891201800 440188800 643764800 596668800 809433050 933814600 363946100 824450600 56977350 151939600 544411800 905078800 503468550 597973800 919149300 328511560 851917210 189196160 711728960 773106560 821947240 124711840 604490640 562519840 35017240 670628800 451120800 633636800 620775800 681328800 551915600 491149600 855086600 503849600 343665600 391260800 682875300 791438800 944657800 274310800 739768220 631583520 226015920 895839520 184508220 815160080 595758280 161292880 434891780 526750080 531988800 515580800 607471800 915960800 532938800 65877600 122566600 798593600 924341600 229377600 324197800 938104800 355170800 61224800 335747800 564635776 143470016 336375936 388588691 696245276 427539174 764691884 347567389 144336184 693579924 617740600 522447725 457349100 338473350 496203100 725227075 990483200 17987200 801683200 330805200 213857600 937101600 833473600 217591600 224457600 796541760 257484160 64133360 863972160 593561760 808139840 641063440 976874240 251181440 193859840 145696600 249765600 686327600 342325600 393346600 606891200 485159200 903083200 318884200 713391200 666567600 921861600 32408600 215801600 381417600 260634880 868436080 3295680 213290080 735794880 622552720 647931520 678217920 366715520 720912720 114993600 589317600 90769600 683527600 62393600 468579200 656467200 987163700 756717200 669204200 576683600 818105100 97709600 629207600 535533600 968465420 
1 117 6903 273819 8214570 198792594 42116078 25753942 899186101 266473625 357567675 764644975 489546400 473191200 108204000 944981600 796098200 463591800 451183400 679461000 220334800 770755600 562012400 309553200 805727000 784300280 898870760 723648840 435908320 179541600 273769120 265937440 229960660 795882980 628895500 341806300 887626600 129915400 158078200 115439000 950212100 102031700 145738300 399357900 906756000 377504800 25125600 682882400 249848200 269897000 536058040 833758680 924451120 532683760 84374800 698692560 574555720 235055080 705165240 667863000 559064800 999253600 643018400 239687200 49120250 982934850 346880950 171331550 228308900 380248500 924660300 829739100 333207650 931181450 850330750 178842310 30759520 219955680 931684640 704791200 526738440 651450280 255940920 818460760 853478000 524106800 975227600 608864400 229640200 910969000 462884600 954034200 809120800 312970400 656636000 47896800 730772100 522210900 466868700 741179500 480947720 112531240 338547160 234386680 418894900 234054980 829813260 991106140 425997920 952748000 484736800 317600 607789400 523750200 56689000 122566600 245133200 43726800 968068400 197446000 521643800 459748600 814919400 876144200 211892000 776527776 919997792 256373728 644962419 341207695 768746869 533438753 881006142 25342326 718922250 336662850 859110575 316459675 654933025 151136125 876363200 866846400 884833600 686516800 17322000 231179600 168281200 1754800 219346400 443804000 240345760 497829920 561963280 425935440 19497200 827637040 468700480 445574720 696756160 890616000 36312600 286078200 972405800 314731400 708078000 314969200 800128400 703211600 22095800 735487000 402054600 323916200 356324800 572126400 953544000 214178880 82614960 85910640 299200720 34995600 657548320 305479840 983697760 350413280 71326000 186319600 775637200 866406800 549934400 612328000 80907200 737374400 724538100 481255300 150459500 727143100 545248200 642957800 272165400 807699000 776164420 
1 118 7021 280840 8495410 207288004 249404082 275158024 174344125 440817750 798385425 563030400 52576800 525768000 633972000 578953600 375051800 838643600 289827000 969288000 189622800 960378400 522390800 831944000 637671000 421971280 320842040 44490880 480399200 659940800 933709920 199647360 429608020 225491000 854386500 196192800 83819400 213734800 371813000 487252000 437464100 539495800 685234100 84592000 991348000 368852800 393978400 76860800 326709000 596606000 132664040 966422720 890873840 423557600 507932400 206624960 781180680 16235760 721401000 389264000 948328800 947582400 590600800 830288000 879408250 862343100 209224050 380555600 608864500 989113000 913773300 743512400 76720050 7901500 858232250 37074560 67834080 287789760 219474400 924265600 451004040 102454320 358395240 176856000 30334000 554440800 529668400 138532800 368173000 279142000 742026600 696060800 505181600 818152000 474788000 522684800 253456900 775667800 242536500 983716000 464663720 577194960 915742120 150128800 569023700 803078680 632891940 623998080 49996000 2744000 487480800 487798400 95587800 619338000 676027000 798593600 43726800 87453600 55522000 252968000 774611800 234360400 49279800 925424000 137316000 913843776 833841568 90215296 735177715 76385410 845132279 378571032 259577174 284919500 3841750 340504600 199615175 516074850 171007875 322144000 198507200 65353600 950187200 636704000 654026000 885205600 53486800 55241600 274588000 718392000 958737760 456567680 18530960 444466400 463963600 291600640 760301120 205875840 902632000 793248000 829560600 115638800 88044600 402776000 110854000 425823200 225951600 929163200 951259000 686746000 88800600 412716800 769041600 341168000 294712000 508890880 591505840 677416480 976617200 11612800 669161120 974640960 958338720 308752000 380078000 566397600 342034800 208441600 758376000 370704000 451611200 188985600 913523700 394779000 545238500 272381600 817629800 460587600 732753000 540452000 316616420 
1 119 7140 287980 8783390 216071394 465475476 740633500 914977625 355795375 154180800 717211200 769788000 295556000 929528000 508481600 883533400 722177000 12004000 981292000 170914800 131293200 653684000 485628000 123299000 545270280 866112320 910603200 391002400 50943200 984653120 184300480 613908500 839399500 693786000 889978800 973798200 187533000 559346000 46598000 484062100 23557900 708792000 793384000 784732000 153584800 547563200 624424000 951133000 547739000 680403040 646825760 537699600 961257200 469189600 675814560 456995240 473231000 194632000 583896000 532224800 479807200 70408000 900696000 780104250 642447350 851671400 232227000 841091500 830204500 743977800 487490200 564210250 572111750 430344000 467418560 535252640 823042400 42516800 966782400 417786440 520240760 878636000 55492000 85826000 640266800 169935200 308468000 676641000 955783000 697809600 393870400 899052000 717204000 191992000 714676800 968133700 743801500 986338000 970054000 434717720 11912680 927654800 77783600 646807300 449885980 82777920 706776000 756772000 759516000 246996800 734795200 830383000 449721000 125748000 924341600 968068400 55522000 111044000 364012000 138623800 372984200 422264000 347688000 485004000 398847776 232689344 322904640 58082355 134467765 979600044 358171076 617748250 902667750 906509500 247014100 446629275 962704125 133712000 455856000 654363200 719716800 669904000 306608000 960634000 845839600 899326400 954568000 229156000 947548000 906285760 362853440 381384400 825850800 289814400 581415040 341716160 547592000 450224000 243472000 73032600 188671400 276716000 679492000 790346000 216169200 442120800 371284000 322543000 9289000 98089600 510806400 279848000 621016000 915728000 424618880 16124720 693541200 670158400 681771200 350932320 325573280 283912000 592664000 972742000 539139600 881174400 89616000 847992000 218696000 670307200 859292800 772816500 167595500 712834000 985215600 802845400 263433000 996186000 536638000 853254420 
1 120 7260 295240 9078630 225150024 690625500 431259000 346236625 702032000 856212800 573424000 343212000 638768000 568296000 76777600 960311000 682488000 694492000 675784000 846698800 977992000 631676000 117304000 240603000 785873280 651985600 562588800 953591200 4534400 989187520 173488000 787396500 626796000 320582000 210560800 184359000 371892000 931238000 977836000 461898100 485456000 194248000 987632000 772364000 925948800 473512000 97936000 49069000 596808000 277211040 924036800 461736400 422993600 892183200 567997760 24993000 498224000 692856000 276752000 808976800 288784000 359192000 259888000 39992250 682439600 534111000 766338000 607429500 437634000 181611800 669102000 233312250 805424000 235768000 703186560 238439200 61481600 103998400 70780800 488567240 8808000 887444000 942936000 28762000 669028800 838964000 147432000 824073000 779856000 477665600 871536000 770588000 487792000 679784000 394460800 362594500 106396000 92734000 62788000 497505720 509418400 437073200 514856800 161664100 611550080 694328000 401104000 157876000 917392000 164388800 899184000 729567000 179288000 305036000 229377600 197446000 252968000 364012000 728024000 866647800 239632000 661896000 9584000 494588000 893435776 126125120 449029760 507112115 641579880 621179924 979351000 597099250 499767000 406276500 653290600 99919875 62624000 196336000 652192000 306555200 26272000 696176000 2784000 963418000 809257600 708584000 663152000 892308000 839856000 746141760 108995200 490379600 316230400 606044800 187459840 529176000 76768000 526992000 770464000 843496600 32168000 308884000 988376000 778722000 994891200 437012000 808296000 130839000 140128000 238217600 749024000 28872000 649888000 565616000 990234880 6359600 699900800 370059200 51830400 402762720 728336000 12248000 604912000 577654000 116793600 997968000 87584000 935576000 154272000 824579200 683872000 456688500 624284000 337118000 322333600 125179000 388612000 384798000 921436000 774690420 
1 121 7381 302621 9381251 234531275 925156775 356415775 702652400 404684400 260897200 834321200 177533200 816301200 384597200 461374800 421685800 104173800 798665800 474449800 321148600 299140600 930816600 48120600 288723600 74596880 726582480 289171280 242762480 247296880 236484400 409972400 197368900 824164900 144746900 355307700 539666700 911558700 842796700 820632700 282530800 767986800 962234800 949866800 722230800 648179600 121691600 219627600 268696600 865504600 142715640 66752440 528488840 951482440 843665640 411663400 436656400 934880400 627736400 904488400 713465200 2249200 361441200 621329200 661321450 343761050 877872050 644210050 251639550 689273550 870885350 539987350 773299600 578723600 814491600 517678160 756117360 817598960 921597360 992378160 480945400 489753400 377197400 320133400 348895400 17924200 856888200 4320200 828393200 608249200 85914800 957450800 728038800 215830800 895614800 290075600 652670100 759066100 851800100 914588100 412093820 921512220 358585420 873442220 35106320 646656400 340984400 742088400 899964400 817356400 981745200 880929200 610496200 789784200 94820200 324197800 521643800 774611800 138623800 866647800 733295600 972927600 634823600 644407600 138995600 32431376 158556496 607586256 114698371 756278251 377458175 356809175 953908425 453675425 859951925 513242525 613162400 675786400 872122400 524314400 830869600 857141600 553317600 556101600 519519600 328777200 37361200 700513200 592821200 432677200 178818960 287814160 778193760 94424160 700468960 887928800 417104800 493872800 20864800 791328800 634825400 666993400 975877400 964253400 742975400 737866600 174878600 983174600 114013600 254141600 492359200 241383200 270255200 920143200 485759200 475994080 482353680 182254480 552313680 604144080 6906800 735242800 747490800 352402800 930056800 46850400 44818400 132402400 67978400 222250400 46829600 730701600 187390100 811674100 148792100 471125700 596304700 984916700 369714700 291150700 65841120 
1 122 7503 310124 9691375 244222650 169379425 525795200 228447600 633132000 894029200 728350400 905883600 722184800 106782000 568156800 989842600 94016400 892682200 367132000 688280600 987421200 918237800 966358400 255082000 329678880 56261360 345432640 588195120 835492000 71976400 481948800 679317700 503482600 648229500 3537200 543203900 454762600 297559300 118192000 400722800 168709600 130944400 80811200 803042000 451221600 572913200 792540800 61237400 926742000 69457640 136210080 664698920 616181360 459847000 871510400 308166800 243047200 870783600 775272000 488737200 490986400 852427600 473756800 135078250 478839300 356711350 921400 252560950 941834500 812719850 352707200 126006800 704730400 519222000 36900160 793017520 610616480 532213840 524592000 5537400 495290800 872488200 192621600 541517000 559441200 416329400 420649600 249042800 857292000 943206800 900657600 628696400 844527200 740142000 30217600 682887700 441953800 293753900 208342000 620435820 541948040 900533460 773975680 809082000 455738400 796722800 538811200 438775600 256132000 237877200 118806400 729302600 519086800 613907000 938104800 459748600 234360400 372984200 239632000 972927600 945855200 580678800 225086400 364082000 396513376 555069872 162656128 277354499 33632750 411090925 767900100 721808525 175483950 35435875 548678400 161840800 837627200 709749600 234064000 64933600 922075200 475392800 31494400 551014000 879791200 917152400 617665600 210486800 643164000 821982960 109797120 887990880 982415040 682884000 570812800 987917600 481790400 502655200 293984000 928809400 595802800 571680200 535933600 278909000 16775600 191654200 174828800 288842400 542984000 35343200 276726400 546981600 467124800 952884000 428878080 911231760 93486240 645799920 249944000 256850800 992093600 739584400 91987200 22044000 68894400 113712800 246115200 314093600 536344000 583173600 313875200 501265300 312939400 461731500 932857200 529161900 514078600 883793300 174944000 240785120 
1 123 7626 317750 10009125 254231775 423611200 949406400 177854000 810986000 705015200 433365600 339249200 61434000 168216000 736372800 726215400 820231800 712914000 80046000 768326600 755747800 673985600 640344000 895426000 225104880 281366240 626798880 214994000 50486000 122462400 604411200 283728900 787211500 435441000 438978200 982182100 436944700 734504000 852696000 253418800 422128400 553072800 633884000 436926000 888147600 461060800 253601600 314839000 241581000 311038640 447248720 111947640 728129000 187976000 59486400 367653200 610700400 481484000 256756000 745493200 236479600 88907200 562664000 697742250 176581550 533292900 534214300 786775250 728609750 541329600 894036800 20043600 724774000 243996000 280896160 73913680 684530160 216744000 741336000 746873400 242164200 114652400 307274000 848791000 408232200 824561600 245211200 494254000 351546000 294752800 195410400 824106800 668634000 408776000 438993600 121881300 563835100 857589000 65931000 686366820 228314860 128848320 902824000 711906000 167644400 964367200 503178400 941954000 198086000 435963200 554769600 284072200 803159000 417066000 355170800 814919400 49279800 422264000 661896000 634823600 580678800 161357600 386444000 750526000 147039376 702109248 864765376 142119875 175752625 586843550 354743650 76552175 252036125 287472000 836150400 997991200 835618400 545368000 779432000 844365600 766440800 241833600 273328000 824342000 704133200 621285600 238951200 449438000 92602000 914584960 24382080 912372960 894788000 577672000 148484800 136402400 618192800 120848000 414832000 343641400 939444200 511124400 47058000 325967000 342742600 534396800 709225600 998068000 541052000 576395200 853121600 400103200 867228000 820112000 248990080 160221840 253708080 899508000 149452000 406302800 398396400 137980800 229968000 252012000 320906400 434619200 680734400 994828000 531172000 114345600 428220800 929486100 242425500 704157000 637014200 166176100 680254700 564048000 738992000 979777120 
1 124 7750 325500 10334625 264566400 688177600 637584000 815438000 626424000 331439200 764804800 104054000 165488000 333704000 70076800 796292200 616524000 329438000 409484000 177810600 933558400 607544000 247888000 143314000 368418880 649785120 276584000 491578000 542064000 664526400 268937600 552666500 339878000 775319000 214297200 196479300 633424000 367928000 220624000 474042800 896171200 449244000 83128000 520054000 408201600 869262400 122864000 437703000 679284000 990322640 437571360 549519000 277648000 465624000 525110400 892763600 503464000 984948000 241704000 987197200 223676800 312584000 875248000 572990250 749571800 282864700 817079000 603854250 332464000 873793600 767830400 787874000 512648000 756644000 37540160 111453840 795984000 12728000 754064000 500937400 743101600 857754000 165028000 13819000 422051200 246612800 491824000 986078000 337624000 632376800 827787200 651894000 320528000 729304000 168297600 290178900 854014000 711603000 777534000 463900820 692215680 821064000 723888000 435794000 603438400 567805600 70984000 12938000 211024000 646987200 201756800 485829000 288988000 706054000 61224800 876144200 925424000 347688000 9584000 644407600 225086400 386444000 772888000 523414000 670453376 372562624 237328000 379447875 555200500 142044050 496787700 573339875 825376000 112848000 948998400 946989600 782608000 327976000 107408000 951773600 718214400 960048000 233376000 57718000 761851200 383136800 622088000 71526000 164128000 78712960 103095040 15468000 910256000 487928000 636412800 772815200 391008000 511856000 926688000 270329400 209773600 720898000 767956000 93923000 436665600 971062400 680288000 678356000 219408000 795803200 648924800 49028000 916256000 736368000 985358080 145579920 399288000 298796000 448248000 854550800 252947200 390928000 620896000 872908000 193814400 628433600 309168000 303996000 835168000 949513600 377734400 307220500 549646000 253803000 890817200 56993300 737248000 301296000 40288000 20065120 
1 125 7875 333375 10668000 275234400 963412000 600996000 416434000 42858000 374297200 139102000 243156000 408644000 742348000 812424800 608717000 225241000 554679000 964163000 141973600 75532000 683076000 930964000 74278000 442696880 92482000 369066000 860644000 402708000 67234400 336172000 888838500 228716500 4035500 218332700 414812000 48236000 416164000 636788000 110830800 7002000 456246000 539374000 59428000 467629600 336892000 459756000 897459000 576743000 567065640 4637000 554156000 831804000 297428000 822538400 715302000 218766000 203714000 445418000 432615200 656292000 968876000 844124000 417114250 166686050 449550750 266629750 870484000 202948000 76741600 844572000 632446000 145094000 901738000 939278160 50732000 846716000 859444000 613508000 114445400 857547000 715301000 880329000 894148000 316199200 562812000 54636000 40714000 378338000 10714800 838502000 490396000 810924000 540228000 708525600 998704500 852718500 564321500 341855500 805756320 497972000 319036000 42924000 478718000 82156400 649962000 720946000 733884000 944908000 591895200 793652000 279481000 568469000 274523000 335747800 211892000 137316000 485004000 494588000 138995600 364082000 750526000 523414000 46828000 717281376 89844000 327172000 706619875 261820375 403864425 900652125 473992000 299368000 412216000 361214400 308204000 90812000 418788000 526196000 477969600 196184000 156232000 389608000 447326000 209177200 592314000 214402000 285928000 450056000 528768960 631864000 647332000 557588000 45516000 681928800 454744000 845752000 357608000 284296000 554625400 764399000 485297000 253253000 347176000 783841600 754904000 435192000 113548000 332956000 128759200 777684000 826712000 742968000 479336000 464694080 610274000 9562000 308358000 756606000 611156800 864104000 255032000 875928000 748836000 942650400 571084000 880252000 184248000 19416000 968929600 346664000 653884500 203530500 457333500 348150700 405144000 142392000 443688000 483976000 504041120 
1 126 8001 341376 11009376 286243776 249655776 850651776 267085776 309943776 684240976 823342976 66498976 475142976 217490976 29915776 638632776 863873776 418552776 382715776 524689376 600221376 283297376 214261376 288539376 731236256 823718256 192784256 53428256 456136256 523370656 859542656 748381156 977097656 981133156 199465856 614277856 662513856 78677856 715465856 826296656 833298656 289544656 828918656 888346656 355976256 692868256 152624256 50083256 626826256 193891896 198528896 752684896 584488896 881916896 704455296 419757296 638523296 842237296 287655296 720270496 376562496 345438496 189562496 606676746 773362796 222913546 489543296 360027296 562975296 639716896 484288896 116734896 261828896 163566896 102845056 153577056 293056 859737056 473245056 587690456 445237456 160538456 40867456 935015456 251214656 814026656 868662656 909376656 287714656 298429456 136931456 627327456 438251456 978479456 687005056 685709556 538428056 102749556 444605056 250361376 748333376 67369376 110293376 589011376 671167776 321129776 42075776 775959776 720867776 312762976 106414976 385895976 954364976 228887976 564635776 776527776 913843776 398847776 893435776 32431376 396513376 147039376 670453376 717281376 434562752 524406752 851578752 558198627 820019002 223883427 124535552 598527552 897895552 310111552 671325952 979529952 70341952 489129952 15325952 493295552 689479552 845711552 235319552 682645552 891822752 484136752 698538752 984466752 434522752 963291712 595155712 242487712 800075712 845591712 527520512 982264512 828016512 185624512 469920512 24545912 788944912 274241912 527494912 874670912 658512512 413416512 848608512 962156512 295112512 423871712 201555712 28267712 771235712 250571712 715265792 325539792 335101792 643459792 400065792 11222592 875326592 130358592 6286592 755122592 697772992 268856992 149108992 333356992 352772992 321702592 668366592 322251092 525781592 983115092 331265792 736409792 878801792 322489792 806465792 310506912 
1 127 8128 349504 11358880 297602656 547258432 397910208 664995984 974939760 659180736 482523712 549022688 24165664 241656640 271572416 910205192 774078968 192631744 575347520 100036896 700258272 983555648 197817024 486356400 217592656 41310912 234095168 287523424 743659680 267030336 126572992 874954148 852051804 833184960 32650816 646928672 309442528 388120384 103586240 929882896 763181552 52726208 881644864 769991520 125967776 818836032 971460288 21543544 648369800 842261696 40790592 793475488 377964384 259881280 964336576 384093872 22617168 864854464 152509760 872780256 249342752 594781248 784343744 391020490 164383286 387296832 876840128 236867424 799842720 439559616 923848512 40583408 302412304 465979200 568824256 722401312 722694368 582431424 55676480 643366936 88604392 249142848 290010304 225025760 476240416 290267072 158929728 68306384 356021040 654450496 791381952 418709408 856960864 835440320 522445376 208154932 746582988 849332544 293937600 544298976 292632352 360001728 470295104 59306480 730474256 51604032 93679808 869639584 590507360 903270336 9685312 395581288 349946264 578834240 143470016 919997792 833841568 232689344 126125120 158556496 555069872 702109248 372562624 89844000 524406752 48813504 900392256 458590883 278609885 502493312 627028864 225556416 123451968 433563520 104889472 84419424 154761376 643891328 659217280 152512832 841992384 687703936 923023488 605669040 497491792 981628544 680167296 664634048 99156800 62448512 657604224 900091936 700167648 545759360 73279872 55544384 883560896 69185408 539105920 563651832 352596744 626838656 154333568 29004480 687516992 100933504 949542016 911698528 206811040 630682752 832238464 860506176 631741888 882313600 597579392 923119184 258220976 901680768 301746560 312969152 188295744 318654336 324940928 80063520 777836512 46693504 195802496 529159488 881932480 203635072 872001664 194252756 720034348 703149440 34415232 770825024 649626816 972116608 778582400 89089312 
