1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 
1 51 1326 23426 316251 3478761 32468436 264385836 916797311 565671261 394027566 94152866 153123141 434365991 699958816 699821536 636763836 686069236 814039336 903616536 662657876 192795676 540058576 583664176 716297876 148893628 435227528 537500728 568752028 170048628 453463008 410661408 52319858 919471158 36340508 516826948 179086598 204879298 158667848 644139448 699313758 576525658 643818108 880815908 563561258 634184878 366994528 310605728 675820028 406248628 812497256 1220056 771623956 631646556 994282256 898175216 92974516 823653916 16459016 572780216 383430396 386242196 826760096 276569696 492639771 871593441 895527866 384727766 491145241 252844691 147733756 139095556 624578581 189358431 506492506 177487510 478466135 243703885 835821760 858493760 770052360 282430360 991229360 455825360 108102360 524633160 364536160 413120160 784211160 741633160 931429360 69577360 476956360 324782360 369879360 932973760 773064260 996293260 831136760 210498760 315748140 432455140 683658640 316502640 737898140 422611540 263466040 339852040 89783540 892436540 25362240 604354240 249155240 793029240 246112240 266161040 536058040 132664040 680403040 277211040 142715640 69457640 311038640 990322640 567065640 193891896 842261696 827404096 650608821 716736271 530865606 458676906 905145431 463470781 905064356 499532636 124360811 439820961 816567686 354901386 481651881 99258931 528575456 720385056 595518756 180180396 735036696 474845096 594725196 498995396 998660528 971726928 830847628 481451428 339065528 900054408 611610308 341422508 905163808 799869408 924828598 696514498 417660948 956820748 919266098 773589158 560814808 872436008 858280058 893274158 508943028 201616428 132318878 534723178 745850528 816093536 343392836 44916236 12589336 569178536 338394796 768890596 199904496 287310096 332774796 368659876 392493176 80325576 27220676 997384876 470380896 692993696 852627471 975069821 288232146 823676286 492981461 455667111 843461836 980010036 725012545 
1 52 1378 24804 341055 3819816 36288252 300674088 217471399 783142660 177170226 271323092 424446233 858812224 558771040 258592576 895356412 581425648 395464984 299081520 961739396 154535072 694593648 278257824 994555700 143449328 578676856 116177584 684929612 854978240 308441248 719102656 771422514 690893672 727234180 244061128 423147726 628027024 786694872 430834320 130148078 706673736 350491844 231307752 794869010 429053888 796048416 106654144 782474172 188722800 1220056 2440112 774064068 405710624 399992880 298168096 391142612 214796528 231255544 804035760 187466156 573708352 400468448 677038144 169677915 41271356 936799222 321526988 812672229 65516920 213250676 352346232 976924813 166283244 672775750 850263260 328729395 572433280 408255040 266748800 36801160 319231520 310460880 766286240 874388600 399021760 763557920 176678080 960889240 702522400 633951760 703529120 180485480 505267840 875147200 808120960 581185220 577478480 408615240 619114000 934862140 367317280 50975920 367478560 105376700 527988240 791454280 131306320 221089860 113526400 138888640 743242880 992398120 785427360 31539600 297700640 833758680 966422720 646825760 924036800 66752440 136210080 447248720 437571360 4637000 198528896 40790592 868194688 518803509 235539780 766405386 225082292 130227723 593698504 498762860 998295496 122656307 562477268 379044954 733946340 215598221 314857152 843432608 563817664 159336420 339516816 74553512 549398608 144123804 643119200 641779728 613506656 444354284 925805712 264871240 164925648 776535956 117958464 23122272 822991680 747820278 444334776 861995724 818816472 738082570 511671728 72486536 944922544 803202602 696476760 205419788 407036216 539355094 74078272 819928800 636022336 979415172 24331408 36920744 606099280 944494076 713384672 913289168 200599264 533374060 902033936 294527112 374852688 402073364 399458240 869839136 562832832 415460303 390530124 678762270 502438556 995420017 451087128 294548964 274559000 999571545 
1 53 1431 26235 367290 4187106 40475358 341149446 558620845 341763505 518933731 790256823 214703056 73515280 632286320 890878896 786235308 367660956 763125940 62207460 23946856 178481928 873075576 151333400 145889100 289338428 868015284 984192868 669122480 524100720 832541968 551644624 323067138 13960810 741194990 985256118 408403844 36430868 823125740 253960060 384108138 90781874 441273718 672581470 467450480 896504368 692552784 799206928 581681100 770403900 771623956 774064068 548128136 953838760 353831640 651999736 43142348 257938876 489194420 293230180 480696336 54404688 454873136 131911280 301589195 342860551 279659773 601186761 413858990 479375910 692626586 44972818 21897631 188180875 860956625 711219885 39949280 612382560 20637600 287386400 324187560 643419080 953879960 720166200 594554800 993576560 757134480 933812560 894701800 597224200 231175960 934705080 115190560 620458400 495605600 303726560 884911780 462390260 871005500 490119500 424981640 792298920 843274840 210753400 316130100 844118340 635572620 766878940 987968800 101495200 240383840 983626720 976024840 761452200 792991800 90692440 924451120 890873840 537699600 461736400 528488840 664698920 111947640 549519000 554156000 752684896 793475488 661670176 180473685 416013465 182418851 407501143 537728866 131427370 630190230 628485726 751142033 313619301 692664255 426610595 642208816 957065968 800498576 364316240 523652660 863169476 937722988 487121596 631245400 274364600 916144328 529650984 974005268 899810980 164682220 329607868 106143824 224102288 247224560 70216240 818036518 262371294 124367018 943183490 681266060 192937788 265424324 210346868 13549470 710026230 915446018 322482234 861837328 935915600 755844400 391866736 371281908 395613316 432534060 38633340 983127416 696512088 609801256 810400520 343774580 245808516 540335628 915188316 317261680 716719920 586559056 149391888 564852191 955382315 634144585 136583141 132003158 583090286 877639250 152198250 151769795 
1 54 1485 27720 395010 4582116 45057474 386206920 944827765 286591270 805525001 595781824 810484880 884000160 516286480 407165376 193400684 561061640 324187580 386395040 410341896 588823824 461899400 613232800 759121900 48460328 916475612 900668480 569790960 93891680 926433648 478078272 801145410 815106220 556301210 541557328 949961172 986392040 809517780 63477840 447585978 538367852 979641570 652223040 119673520 16177888 708730672 507937600 89618700 860022600 631646556 405710624 953838760 907677520 261509160 913508896 956651244 214590120 703784540 997014720 477711056 532115744 986988880 118900160 420489355 763349906 43009679 644196440 58055430 537431340 230057926 275030744 296928375 485109250 346065875 57285760 97235040 709617600 730255200 17641600 341829160 985248240 939128200 659294400 253849200 247425760 4560240 938372800 833074600 430298800 661474760 596179840 711370400 331828800 827434400 131160960 16072740 478463000 349468500 839588000 264569640 56868560 900143400 110896800 427026900 271145240 906717860 673596800 661565600 763060800 3444640 987071360 963096200 724548400 517540200 608232640 532683760 423557600 961257200 422993600 951482440 616181360 728129000 277648000 831804000 584488896 377964384 39634560 220108245 636121710 818540561 226041704 763770570 895197940 525388170 153873896 905015929 218635230 911299485 337910080 980118896 937184864 737683440 101999680 625652340 488821816 426544804 913666400 544911800 819276400 735420728 265071712 239076980 138887960 303570180 633178048 739321872 963424160 210648720 280864960 98901478 361272772 485639790 428823280 110089340 303027128 568451452 778798320 792347790 502374020 417820038 740302272 602139600 538055200 293899600 685766336 57048244 452661560 885195620 923828960 906956376 603468464 213269720 23670240 367444820 613253336 153588964 68777280 386038960 102758880 689317936 838709824 403562015 358944330 993088915 129672056 261675214 844765500 722404750 874603000 26372795 
1 55 1540 29260 424270 5006386 50063860 436270780 381098545 667689815 473214816 68996640 879481520 763481680 279768160 686933536 880334220 441395860 765583440 151978480 562320376 151144200 613043600 226276400 985398300 33858628 950334240 851002720 420793680 514685360 441119008 919197280 720342690 535448910 91750120 633307448 583268620 569660660 379178440 442656280 890242258 428610110 408251680 60474720 180148240 196326128 905056800 412994400 502613100 362635700 994282256 399992880 353831640 261509160 523018320 436527216 393178460 607768580 311553120 308567840 786278896 318394640 305383520 424283680 844773035 608122941 651132620 295329060 353384490 890815830 120873756 395904500 692832875 177942125 524008000 581293760 678528800 388146400 118401600 136043200 477872360 463120600 402248800 61543200 315392400 562818160 567378400 505751200 338825800 769124600 430599360 26779200 738149600 69978400 897412800 28573760 44646500 523109500 872578000 712166000 976735640 33604200 933747600 44644400 471671300 742816540 649534400 323131200 984696800 747757600 751202240 738273600 701369800 425918200 943458400 551691040 84374800 507932400 469189600 892183200 843665640 459847000 187976000 465624000 297428000 881916896 259881280 299515840 519624085 155745795 974286356 200328060 964098630 859296570 384684740 538558636 443574565 662209795 573509280 911419360 891538256 828723120 566406560 668406240 294058580 782880396 209425200 123091600 668003400 487279800 222700528 487772240 726849220 865737180 169307360 802485408 541807280 505231440 715880160 996745120 95646598 456919370 942559160 371382440 481471780 784498908 352950360 131748680 924096470 426470490 844290528 584592800 186732400 724787600 18687200 704453536 761501780 214163340 99358960 23187920 930144296 533612760 746882480 770552720 137997540 751250876 904839840 973617120 359656080 462414960 151732896 990442720 394004735 752949065 746037980 875710036 137385250 982150750 704555500 579158500 605531295 
1 56 1596 30856 455126 5461512 55525372 491796152 872894697 540584512 13799328 82795968 962277488 725759168 5527328 692460864 572795084 14190944 779774384 931752864 494073240 645217440 258261040 484537440 469935740 503794368 454128608 305131328 725925008 240610368 681729376 600926656 321269346 856718256 948468376 581775824 165044444 734705104 113883544 556539824 446782082 875392192 283643872 344118592 524266832 720592960 625649760 38644160 541257260 903892960 898175216 298168096 651999736 913508896 436527216 873054432 266232892 874001472 185554592 494122432 280401328 598795968 904179488 328463168 173236203 781359144 432491764 727820824 81205314 972021144 92894900 488799400 181632275 359574400 883582400 464876160 143404960 531551360 649952960 785996160 263868520 726989120 129237920 190781120 506173520 68991680 636370080 142121280 480947080 250071680 680671040 707450240 445599840 515578240 412991040 441564800 486211300 9320800 881898800 594064800 570800440 604404640 538152240 582796640 54467940 797284480 446818880 769950080 754646880 502404480 253606720 991880320 693250120 119168320 62626720 614317760 698692560 206624960 675814560 567997760 411663400 871510400 59486400 525110400 822538400 704455296 964336576 263852416 783476501 939222296 913508652 113836712 77935342 937231912 321916652 860475288 304049853 966259648 539768928 451188288 342726544 171449664 737856224 406262464 700321044 483201440 692626640 815718240 483721640 971001440 193701968 681474208 408323428 274060608 443367968 245853376 787660656 292892096 8772256 5517376 101163974 558083344 500642504 872024944 353496724 137995632 490945992 622694672 546791142 973261632 817552160 402144960 588877360 313664960 332352160 36805696 798307476 12470816 111829776 135017696 65161992 598774752 345657232 116209952 254207492 5458368 910298208 883915328 243571408 705986368 857719264 848161984 242166719 995115784 741153764 616863800 754249050 736399800 440955300 20113800 625645095 
1 57 1653 32509 487635 5949147 61474519 553270671 426165368 966749880 980549208 63345176 25622664 751381832 756909160 449370024 22165108 36356052 816130436 747883300 241956540 887173980 145435020 629972460 99908200 603702568 57831176 362962504 88887512 329497880 11227256 612153912 933423258 790141514 738609890 320385714 485430158 220135262 334018806 890558630 337340712 212732904 496376776 840495368 364762200 85355160 711004920 749649080 290906340 194799300 92974516 391142612 43142348 956651244 393178460 266232892 532465784 406467256 592021848 86144280 366545608 965341576 869521064 197984232 371220435 152579579 585071343 312892167 394097481 366118625 459013525 947812925 129445200 489019600 372602000 837478160 980883120 512434480 162387440 948383600 212252120 939241240 68479160 259260280 765433800 834425480 470795560 612916840 93863920 343935600 24606640 732056880 177656720 693234960 106226000 547790800 34002100 43322900 925221700 519286500 90086940 694491580 232643820 815440460 869908400 667192880 114011760 883961840 638608720 141013200 394619920 386500240 79750360 198918680 261545400 875863160 574555720 781180680 456995240 24993000 436656400 308166800 367653200 892763600 715302000 419757296 384093872 647946288 431422789 370645085 284153737 397990449 475925791 413157703 735074355 595549643 899599496 865859144 405628072 856816360 199542904 370992568 108848792 515111256 215432300 698633740 391260380 206978620 690700260 661701700 855403668 536877876 945201304 219261912 662629880 908483256 696143912 989036008 997808264 3325640 104489614 662572958 163215462 35240406 388737130 526732762 17678754 640373426 187164568 160426200 977978360 380123320 969000680 282665640 615017800 651823496 450130972 462601788 574431564 709449260 774611252 373386004 719043236 835253188 89460680 94919048 5217256 889132584 132703992 838690360 696409624 544571608 786738327 781854111 523007875 139871675 894120725 630520525 71475825 91589625 717234720 
1 58 1711 34220 521855 6471002 67945521 621216192 47381560 14131440 994680648 58025824 83648488 835030320 591939480 41309504 63474612 99830664 915961100 663844400 905800940 792974920 938409940 568382400 668290600 271993168 329824344 692786848 781674360 111172240 122399496 734553408 667976666 458118180 196728070 517113784 2543942 222679204 556698010 447256640 784597352 997330256 493707032 334202400 698964600 784319760 495324680 244973760 535880100 730679400 823653916 214796528 257938876 214590120 607768580 874001472 406467256 812934512 404956360 491100640 857646248 822987824 692508888 890493120 261713555 414293134 999364477 312256644 706354125 72472750 531486275 479299200 608744400 97764000 470366000 307844160 288727280 801161760 963549200 911932800 124184920 63426160 131905320 391165600 156599400 991024880 461820440 74737280 168601200 512536800 537143440 269200320 446857040 140092000 246318000 794108800 828110900 871433800 796655500 315942000 406028940 100520520 333164340 148604800 18513200 685706080 799717840 683679680 322288400 463301600 857921520 244421760 324172120 523090800 784636200 660499360 235055080 16235760 473231000 498224000 934880400 243047200 610700400 503464000 218766000 638523296 22617168 670563456 101986245 472631330 756785067 154775516 630701307 43859010 778933365 374483008 274082504 139941648 545569720 402386080 601928984 972921552 81770344 596881600 812313900 510947640 902208020 109186640 799886900 461588600 316992268 853870144 799071448 18333360 680963240 589446496 285590408 274626416 272434680 275760320 380249934 42822892 206038354 241278760 630015890 156748652 174427406 814800832 1965400 162391600 140369960 520493280 489493960 772159600 387177400 39000896 489131868 951733656 526165220 235614480 10225732 383611736 102654972 937908160 27368840 122287888 127505144 16637728 149341720 988032080 684441704 229013312 15751639 797605750 320613625 460485300 354606025 985126550 56602375 148192000 865426720 
1 59 1770 35990 557845 7028847 74974368 696190560 743572120 757703560 752384208 810410032 894058520 729088840 321028320 362337824 425812436 525643100 441604200 105448600 11249540 804224460 742634400 311016800 979307400 251300568 581124912 273911760 55586120 166758360 289157856 23711264 691687930 149806110 346534180 863647964 866191906 88871110 645569120 92825760 877423112 874753368 368460400 702662800 401627400 185947160 681271840 926245600 462125700 192805100 16459016 231255544 489194420 703784540 311553120 185554592 592021848 404956360 809912720 301013360 158659608 981647432 674156320 564649440 826362995 240656129 240020606 552277250 258631375 331104125 862590400 341889600 950634000 48398000 518764000 826608160 115335440 916497200 880046400 791979200 916164120 979590280 111495600 502661200 659260600 650285480 112105920 186843200 355444400 867981200 405124640 674324960 121182000 261274000 507592000 301700800 129811700 1245500 797901000 113843000 519871940 620392460 953556800 102161600 120674800 806380880 606098720 289778400 612066800 75368400 933289920 177711680 501883800 24974600 809610800 470110160 705165240 721401000 194632000 692856000 627736400 870783600 481484000 984948000 203714000 842237296 864854464 535417920 637404165 110035495 866820562 21596078 652297385 696156395 475089760 849572768 123655272 263596920 809166640 211552720 813481704 786403256 868173600 465055200 277369100 788316740 690524760 799711400 599598300 61186900 378179168 232049312 31120760 49454120 730417360 319863856 605454264 880080680 152515360 428275680 808525614 851348506 57386860 298665620 928681510 85430162 259857568 74658400 76623800 239015400 379385360 899878640 389372600 161532200 548709600 587710496 76842364 28576020 554741240 790355720 800581452 184193188 286848160 224756320 252125160 374413048 501918192 518555920 667897640 655929720 340371424 569384736 585136375 382742125 703355750 163841050 518447075 503573625 560176000 708368000 573794720 
1 60 1830 37820 595665 7624512 82598880 778789440 522361560 280065120 32449328 842859360 736917880 466006720 787035040 149372864 575185300 100828400 542432600 647881200 659130740 463355200 205989600 517006400 496313800 747614368 328739280 602651040 658237160 824995520 114153376 137864640 829552570 979358680 325892860 189540824 55732730 144603840 790172960 882998720 760421832 635175200 3635600 706298400 107925800 293872960 975144800 901390400 363516100 556321200 572780216 804035760 293230180 997014720 308567840 494122432 86144280 491100640 301013360 602026720 760686328 742333760 416490080 981139520 807502515 48158644 288179250 840456500 99087875 430192000 292782400 634672000 585306000 633704000 152468000 979076160 94411600 10908800 890955200 682934400 599098520 578688800 690184400 192845600 852106200 502391680 614497600 801340800 156785200 24766400 429891040 104216000 225398000 486672000 994264000 295964800 425776500 427022000 224923000 338766000 858637940 479030400 432587200 534748800 655423600 461804480 67903200 357681600 969748400 45116800 978406720 156118400 658002200 682976800 492587600 962697760 667863000 389264000 583896000 276752000 904488400 775272000 256756000 241704000 445418000 287655296 152509760 687927680 325331845 435367340 302187902 323783980 976081365 672237760 147327520 996900288 120555560 384152480 193319120 404871840 218353544 4756800 872930400 337985600 615354700 403671440 94196200 893907600 493505900 554692800 932871968 164921280 196042040 245496160 975913520 295777376 901231640 781312320 933827680 362103360 170628974 21977480 79364340 378029960 306711470 392141632 651999200 726657600 803281400 42296800 421682160 321560800 710933400 872465600 421175200 8885696 85728060 114304080 669045320 459401040 259982492 444175680 731023840 955780160 207905320 582318368 84236560 602792480 270690120 926619840 266991264 836376000 421512375 804254500 507610250 671451300 189898375 693472000 253648000 962016000 535810720 
1 61 1891 39711 635376 8259888 90858768 869648208 392009768 672074888 704524216 547383576 284301456 750308176 537343216 686716080 261901380 362729780 905162380 553043580 212174320 675529520 881519120 398525520 894839320 642453688 971192968 573844008 232081168 57076688 171230064 309094704 138647274 118005954 443898814 633439638 689172368 833776208 623949168 506947888 267369720 902544920 906180520 612478920 720404720 14277680 989422480 890812880 254328980 810650180 383430396 187466156 480696336 477711056 786278896 280401328 366545608 857646248 158659608 760686328 521372656 263706416 680196496 661336016 468838531 516997175 805176425 645632925 744720800 174912800 467695200 102367200 687673200 321377200 473845200 452921360 547332960 558241760 449196960 132131360 731229880 309918680 103080 192948680 45054880 547446560 161944160 963284960 120070160 144836560 574727600 678943600 904341600 391013600 385277600 681242400 107018900 534040900 758963900 97729900 956367840 435398240 867985440 402734240 58157840 519962320 587865520 945547120 915295520 960412320 938819040 94937440 752939640 435916440 928504040 891201800 559064800 948328800 532224800 808976800 713465200 488737200 745493200 987197200 432615200 720270496 872780256 560707936 886039781 321407121 623595023 947379003 923460368 595698128 743025648 739925936 860481496 244633976 437953096 842824936 61178480 65935280 938865680 276851280 892205980 295877420 390073620 283981220 777487120 332179920 265051888 429973168 626015208 871511368 847424888 143202264 44433904 825746224 759573904 121677264 292306238 314283718 393648058 771678018 78389488 470531120 122530320 849187920 652469320 694766120 116448280 438009080 148942480 21408080 442583280 451468976 537197036 651501116 320546436 779947476 39929968 484105648 215129488 170909648 378814968 961133336 45369896 648162376 918852496 845472336 112463600 948839600 370351975 174606475 682216725 353668025 543566400 237038400 490686400 452702400 988513120 
1 62 1953 41664 677040 8936928 99795696 969443904 361453672 33528560 738052776 285436352 569737808 320045984 857389200 544105280 806006660 168736440 73898820 626942400 839116720 514646240 396165360 794690880 689530200 331983888 303176856 877020864 109102032 166178720 337408784 646503488 785150762 903156716 347055530 980495168 669667536 503443744 127392912 634340800 901710520 804255440 710435960 322914880 43319600 57597280 47019760 937832640 192161620 2811800 386242196 573708352 54404688 532115744 318394640 598795968 965341576 822987824 981647432 742333760 263706416 527412832 207609328 868945344 337783875 854781050 659957475 305590400 50311200 225224000 692919200 795286400 482959600 804336800 278182000 731103360 278436320 836678080 285875040 418006400 149236280 459154960 459258040 652206720 697261600 244708160 406652320 369937280 490007440 634844000 209571600 888515200 792856800 183870400 569148000 250390400 357409300 891450200 650414100 748144000 704511840 139910080 7895520 410629760 468787600 988749920 576615440 522162560 437458080 397870400 336689440 431626880 184566520 620482960 548987000 440188800 999253600 947582400 479807200 288784000 2249200 490986400 236479600 223676800 656292000 376562496 249342752 810050688 696090469 17497590 641092613 588471616 511931984 107630112 850655760 590581696 451063192 695697168 133650264 976475200 37653680 103588960 42454640 319305920 211511900 507389320 897462940 181444160 958931280 291111200 556163088 986136256 612151464 483662832 331087720 474289984 518723888 344470112 104044016 225721280 518027518 832311236 225959294 997637312 76026800 546557920 669088240 518276160 170745480 865511600 981959880 419968960 568911440 590319520 32902800 484371776 21568812 673069928 993616364 773563840 813493808 297599456 512728944 683638592 62453560 23586896 68956792 717119168 635971664 481444000 593907600 542747200 913099175 87705650 769922375 123590400 667156800 904195200 394881600 847584000 836097120 
1 63 2016 43680 720720 9657648 109453344 78897248 440350920 473879480 211932256 497368608 67106416 387152400 244541600 788646880 594653540 763389980 837288800 464231200 303347920 817994160 214159520 8850400 698380600 30364488 333541344 210562208 319664240 485842960 823251744 469755232 254905994 158062710 505118240 485613408 155280944 658724688 786117600 420458400 322168920 126424360 836860320 159775200 203094800 260692080 307711840 245544480 437706100 440517900 826760096 400468448 454873136 986988880 305383520 904179488 869521064 692508888 674156320 416490080 680196496 207609328 415218656 284164000 621947875 476728925 136686400 442276800 492588000 717812000 410731200 206017600 688977200 493314000 771496000 502599360 781035680 617713760 903588800 321595200 470831480 929986440 389244480 41451200 738712800 983420960 390073280 760010560 250018000 884862000 94433600 982948800 775805600 959676000 528824000 779214400 136623700 28073900 678488000 426632000 131143840 271053920 278949440 689579200 158366800 147116720 723732160 245894720 683352800 81223200 417912640 849539520 34106040 654589000 203576000 643764800 643018400 590600800 70408000 359192000 361441200 852427600 88907200 312584000 968876000 345438496 594781248 404831936 100922405 118419995 759512608 347984224 859916208 967546320 818202080 408783776 859846968 555544136 689194400 665669600 703323280 806912240 849366880 168672800 380184700 887574020 785036960 966481120 925412400 216523600 772686688 758822944 370974408 854637240 185724960 660014944 178738832 523208944 627252960 852974240 371001758 203312994 429272288 426909600 502936400 49494320 718582560 236858720 407604200 273115800 255075680 675044640 243956080 834275600 867178400 351550176 373118988 46188916 39805280 813369120 626862928 924462384 437191328 120829920 183283480 206870376 275827168 992946336 628918000 110362000 704269600 247016800 160115975 247821625 17744000 141334400 808491200 712686400 107568000 955152000 791249120 
1 64 2080 45760 766480 10424128 119877472 198774720 639125640 113005120 324937376 822305984 889412400 276564800 521106400 309753280 904406820 667796800 505085600 969316800 272664720 90658880 304818400 313668800 12049400 42413888 375955232 586517440 906181680 392024640 215276384 685031616 939937610 98000320 603118560 88731968 244012912 902737600 688855200 109313600 431482520 557906880 394767200 554542400 757637200 18329280 326041120 571585600 9291700 449809600 276569696 677038144 131911280 118900160 424283680 328463168 197984232 890493120 564649440 981139520 661336016 868945344 284164000 568328000 190275875 667004800 803691200 245968000 738556000 456368000 867099200 73116800 762094000 255408000 26904000 529503360 310539040 928252800 831841600 153436800 624268280 554254720 943499200 984950400 723663200 707084160 97157440 857168000 107186000 992048000 86481600 69430400 845236000 804912000 333736000 112950400 249574100 277648000 956136000 382768000 513911840 784965760 63915200 753494400 911861200 58977920 782710080 28604800 711957600 793180800 211093440 60632960 94739000 749328000 952904000 596668800 239687200 830288000 900696000 259888000 621329200 473756800 562664000 875248000 844124000 189562496 784343744 189175680 290098085 408518080 168030688 516014912 375931120 343477440 161679520 570463296 430310264 985854400 675048800 340718400 44041680 850953920 700320800 868993600 249178300 136752320 921789280 888270400 813682800 30206400 802893088 561716032 932690440 787327680 973052640 633067584 811806416 335015360 962268320 815242560 186244318 389557312 818829600 245739200 748675600 798169920 516752480 753611200 161215400 434331200 689406880 364451520 608407600 442683200 309861600 661411776 34530764 80719680 120524960 933894080 560757008 485219392 922410720 43240640 226524120 433394496 709221664 702168000 331086000 441448000 145717600 392734400 552850375 800672000 818416000 959750400 768241600 480928000 588496000 543648000 334897120 
1 65 2145 47905 814385 11238513 131115985 329890705 969016345 82021465 406958841 229264825 118677225 395242025 916348425 226101705 130508525 798305325 303390925 272707725 545372445 636031325 940849725 254518525 266567925 308981813 684937045 271454485 177636165 569660805 784937189 469968805 409906415 507906735 111025295 199757263 443770175 346507775 35362975 144676575 576159095 134065975 528833175 83375575 841012775 859342055 185383175 756968775 766260475 216070075 492639771 169677915 301589195 420489355 844773035 173236203 371220435 261713555 826362995 807502515 468838531 337783875 621947875 190275875 380551750 47556550 851247750 97215750 835771750 292139750 159238950 232355750 994449750 249857750 276761750 806265110 116804150 45056950 876898550 30335350 654603630 208858350 152357550 137307950 860971150 568055310 665212750 522380750 629566750 621614750 708096350 777526750 622762750 427674750 761410750 874361150 123935250 401583250 357719250 740487250 254399090 39364850 103280050 856774450 768635650 827613570 610323650 638928450 350886050 144066850 355160290 415793250 510532250 259860250 212764250 809433050 49120250 879408250 780104250 39992250 661321450 135078250 697742250 572990250 417114250 606676746 391020490 580196170 870294255 278812335 446843023 962857935 338789055 682266495 843946015 414409311 844719575 830573975 505622775 846341175 890382855 741336775 441657575 310651175 559829475 696581795 618371075 506641475 320324275 350530675 153423763 715139795 647830235 435157915 408210555 41278139 853084555 188099915 150368235 965610795 151855113 541412425 360242025 605981225 354656825 152826745 669579225 423190425 584405825 18737025 708143905 72595425 681003025 123686225 433547825 94959601 129490365 210210045 330735005 264629085 825386093 310605485 233016205 276256845 502780965 936175461 645397125 347565125 678651125 120099125 265816725 658551125 211401500 12073500 830489500 790239900 558481500 39409500 627905500 171553500 506450620 
1 66 2211 50116 864501 12103014 143218999 473109704 442126049 524147514 931106355 160371180 279048405 674290430 590638855 816740560 947249085 745554410 48945335 321653060 867025505 503056830 443906555 698425080 964993005 273974818 958911863 230366348 408002513 977663318 762600507 232569312 642475727 150382462 261407757 461165020 904935195 251442970 286805945 431482520 7641615 141707590 670540765 753916340 594929115 454271170 639654345 396623120 162883595 378953670 871593441 41271356 342860551 763349906 608122941 781359144 152579579 414293134 240656129 48158644 516997175 854781050 476728925 667004800 47556550 95113100 946360850 43576600 879348350 171488100 330727050 563082800 557532550 807390300 84152050 890417160 7221310 52278260 929176810 959512160 614115790 822974140 975331690 112639640 973610790 541666100 206878850 729259600 358826350 980441100 688537450 466064200 88826950 516501700 277912450 152273600 276208850 677792100 35511350 775998600 30397690 69762540 173042590 29817040 798452690 626066260 236389910 875318360 226204410 370271260 725431550 141224800 651757050 911617300 124381550 933814600 982934850 862343100 642447350 682439600 343761050 478839300 176581550 749571800 166686050 773362796 164383286 744579456 614873711 893686046 340529069 303387004 642176059 324442554 168388569 582797880 427517455 258091430 763714205 610055380 500438235 241775010 683432585 994083760 553913235 250495030 868866105 375507580 695831855 46362530 199786293 914926088 562756323 997914238 406124793 447402932 300487487 488587402 638955637 604566432 756421545 297833970 658075995 264057220 618714045 771540790 441120015 864310440 448716265 467453290 175597195 248192620 929195645 52881870 486429695 581389296 710879661 921089706 251824711 516453796 341839889 652445374 885461579 161718424 664499389 600674850 246071975 593637100 272288225 392387350 658204075 316755200 528156700 540230200 370719700 160959600 719441100 758850600 386756100 558309600 64760220 
1 67 2278 52394 916895 13019909 156238908 629348612 71474661 595622175 526728530 687099710 966148115 640438545 231077400 47817960 995067045 740621455 789566790 111219850 978245355 481302185 925208740 623633820 588626825 862601643 821513506 51879854 459882367 437545685 200146192 432715504 75191231 225573693 486981450 948146470 853081665 104524635 391330580 822813100 830454715 972162305 642703070 396619410 991548525 445819695 85474040 482097160 644980755 23934425 895527866 936799222 279659773 43009679 651132620 432491764 585071343 999364477 240020606 288179250 805176425 659957475 136686400 803691200 851247750 946360850 892721700 936298300 815646650 987134750 317861800 880944600 438477150 245867450 330019500 220436660 227657970 279936230 209113040 168625200 782740990 605715130 581046820 693686460 667297250 208963350 415842200 145101800 503928150 484369250 172906700 638970900 727797850 244299550 522212000 674485600 950694450 628486550 663997900 439996500 470394190 540156730 713199320 743016360 541469050 167535310 403925220 279243580 505447990 875719250 601150800 742375600 394132650 305749950 430131500 363946100 346880950 209224050 851671400 534111000 877872050 356711350 533292900 282864700 449550750 222913546 387296832 131876288 746749999 640436045 980965114 284352118 926528177 250970731 419359300 2157180 429674635 687766065 451480270 61535650 561973885 803748895 487181480 481265240 35178475 285673505 154539610 530047190 225879045 272241575 472027868 386953956 949710279 947624517 353749310 801152242 101639729 590227131 229182768 833749200 590170745 888004715 546080710 810137930 428851975 200392765 641512780 505823220 954539485 421992775 597589970 845782590 774978235 827860105 314289800 895679096 606558757 527648463 779473174 295926970 637766859 290212233 175673812 337392236 1891625 602566475 848638450 442275550 714563775 106951125 765155200 81910400 610067100 150297300 521017000 681976600 401417700 160268300 547024400 105334000 170094220 
